,Article Name,view_count,size,min_size,max_size,Article Namespace,page_namespace,page_title,date,edits,minor_edits,view_count_talk,size_talk,min_size_talk,max_size_talk,Article Namespace_talk,page_namespace_talk,page_title_talk,date_talk,edits_talk,minor_edits_talk
3165836,JanetArnold,1.0,24534.0,24534.0,24534.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4767931,Transportation_Law,5.0,25254.0,10287.0,45368.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7622497,GT4_(Bremen),5.0,6717.0,0.0,8957.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5655692,Bullfeathers,7.0,14086.0,10060.0,20124.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7980233,The_War_of_the_Worlds_(1953_movie),2.0,32777.0,32777.0,32777.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3234440,List_of_Chicago_White_Sox_nicknames,13.0,15390.0,9468.0,28410.0,0.0,,,20160401,0.0,0.0,1.0,8332.0,8332.0,8332.0,1.0,,,,,
3417869,Robert_Lalthlamuana,4.0,9740.0,0.0,13006.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
827426,KTWO-TV,23.0,38677.0,14207.0,87121.0,0.0,,,20160401,0.0,0.0,1.0,10712.0,10712.0,10712.0,1.0,,,,,
2161658,GDOR,1.0,7053.0,7053.0,7053.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9757338,KUKL_(group),1.0,16891.0,16891.0,16891.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
292105,Canadian_Assemblies_of_God,12.0,25193.0,8432.0,58680.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7197490,Ryuso_Tsujino,1.0,8343.0,8343.0,8343.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3546772,Tropical_island,13.0,72068.0,29782.0,184021.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5059356,Michael_Edwards_(actor,1.0,6671.0,6671.0,6671.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3471665,Songsalli_Ancient_Tombs_of_Gongju,1.0,6550.0,6550.0,6550.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7381112,India_at_the_1996_Asian_Winter_Games,1.0,35656.0,35656.0,35656.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3102114,Glossary_of_baseball_(L),36.0,62805.0,19335.0,232058.0,0.0,,,20160401,0.0,0.0,1.0,39125.0,39125.0,39125.0,1.0,,,,,
4529036,Journal_of_Applied_Economics,7.0,25092.0,8729.0,69091.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9411735,%E5%8F%A5%E5%AE%B9%E5%B8%82%E4%B9%B0%E7%94%B5%E6%A3%8D%E7%94%B5%E6%A3%92797%E3%80%90%E6%8E%A5%E5%8D%95QQ1282896585%E3%80%912016-03-18,1.0,6737.0,6737.0,6737.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7490655,Stern_ST_87_Vega,2.0,9240.0,9236.0,9244.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8132159,Llanfair_Caereinion_railway_station,5.0,34254.0,11373.0,102890.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7177999,Phyllostachys_viridiglaucescens,1.0,6539.0,6539.0,6539.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
560415,Focus_stacking,164.0,100615.0,14372.0,304461.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5799481,Manganese_isotope,1.0,6504.0,6504.0,6504.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9653305,A_Common_Goal,1.0,10116.0,10116.0,10116.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1381347,Section_Seven_of_the_Canadian_Charter_of_Rights_and_Freedoms,219.0,199597.0,22214.0,444665.0,0.0,,,20160401,0.0,0.0,1.0,8126.0,8126.0,8126.0,1.0,,,,,
2859172,2008%E2%80%9309_Premier_League_of_Bosnia_and_Herzegovina,8.0,39114.0,19471.0,137344.0,0.0,,,20160401,0.0,0.0,1.0,8255.0,8255.0,8255.0,1.0,,,,,
423824,De_Veenhoop,2.0,8428.0,8428.0,8428.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9260288,Gastrotheca_helenae,2.0,8555.0,8555.0,8555.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6393493,Edi_Fitzroy_discography,1.0,0.0,0.0,0.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5719450,Full_Circle_-_Michael_Palin,2.0,9739.0,9739.0,9739.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1296297,Religion_in_germany,3.0,12656.0,6514.0,24934.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9808037,Phase_jitter_tester,1.0,6511.0,6511.0,6511.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2355037,List_of_coastal_defense_ships_of_Germany,8.0,40978.0,14358.0,73751.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1781271,Xenon_tetroxide,24.0,50918.0,18198.0,117039.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1123948,Nick_Menza,87.0,80377.0,17745.0,387562.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
546955,File%3ADoge_Marin_Morosini.png,1.0,33341.0,33341.0,33341.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3151922,Intermittent_energy_source,77.0,308345.0,53946.0,725675.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2479346,Osijek-Baranja_County,38.0,90826.0,20877.0,599731.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3513655,Texas_State_Highway_252,1.0,44717.0,44717.0,44717.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
995384,Manciet,1.0,17606.0,17606.0,17606.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7086703,Grand_Marshal_of_Lithuania,2.0,14715.0,14713.0,14717.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9423068,767144,1.0,6470.0,6470.0,6470.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2738288,Vulture%C8%99ti,1.0,23486.0,23486.0,23486.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5439741,Mamoru_Shinozaki,10.0,39772.0,18954.0,136627.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9935795,Crack_Money,1.0,6634.0,6634.0,6634.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2778262,Wayne_Parry,2.0,36078.0,12936.0,59221.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5611815,5612_Nevskij,2.0,53961.0,53959.0,53963.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4830901,Aiwo_District,18.0,44439.0,11194.0,129800.0,0.0,,,20160401,0.0,0.0,1.0,7747.0,7747.0,7747.0,1.0,,,,,
2034937,Concordancia_(Argentina),7.0,18929.0,16219.0,32440.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7539180,1991-1992_United_States_network_television_schedule,1.0,14579.0,14579.0,14579.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4748204,Ten-T_EA,2.0,22708.0,22708.0,22708.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1685230,Ver_Llover,8.0,11225.0,7608.0,25312.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9430642,Allardina,2.0,50408.0,50408.0,50408.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9476760,Dubno_Garrison_Revolt,1.0,8255.0,8255.0,8255.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1262169,Pulse_shaping,93.0,38652.0,9377.0,84393.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6946351,Thomas_Covered_Bridge_(Pennsylvania),1.0,13179.0,13179.0,13179.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2764624,Wamin,8.0,77770.0,23234.0,136087.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1029138,Medusa_(The_X-Files),46.0,49444.0,18618.0,142546.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7425981,Michau_Warriors,5.0,19236.0,7981.0,53004.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2177133,Gianna_Talone,12.0,14579.0,12145.0,24302.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4886859,Charles_Gray_(English_judge),4.0,12309.0,7921.0,25446.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4917767,Domenico_Melegatti,1.0,6506.0,6506.0,6506.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5038531,Llandysilio,1.0,13152.0,13152.0,13152.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2467705,Oblique_argument,10.0,24850.0,14896.0,52229.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1294365,Regional_integration,147.0,151963.0,21468.0,358182.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5426132,List_of_CEOs,3.0,45824.0,30550.0,61098.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9106407,Plastic_film_culture,1.0,6514.0,6514.0,6514.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6204880,Rensumaborg,1.0,9015.0,9015.0,9015.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5381026,IC_4299,1.0,6491.0,6491.0,6491.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1419739,Smartmatic,60.0,58664.0,18905.0,151132.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5589718,Zane_Copeland,2.0,18769.0,18761.0,18777.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4505060,Indestructible_Tour_(Disturbed),6.0,32868.0,21414.0,64248.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1155665,"Olivier,_Olivier",14.0,17184.0,9575.0,76054.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5483404,Paul_Jasmin,10.0,20768.0,0.0,60414.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1541777,The_Night_the_World_Exploded,23.0,23984.0,17986.0,35978.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2687057,This_Good_Night_Is_Still_Everywhere,4.0,40265.0,19310.0,82173.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7738539,Steven_Zeisel,3.0,20166.0,10696.0,38463.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5279725,Bridesburg_School,3.0,11914.0,11910.0,11916.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
487302,Edward_Said,592.0,1704605.0,683731.0,4604229.0,0.0,,,20160401,0.0,0.0,1.0,28755.0,28755.0,28755.0,1.0,,,,,
8099917,Her_Majesty_Queen_Elizabeth_The_Queen_Mother,1.0,66650.0,66650.0,66650.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3666820,%C5%BDednik,2.0,14930.0,7187.0,22673.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6594585,Tai_Wesley,7.0,84245.0,22327.0,225336.0,0.0,,,20160401,0.0,0.0,1.0,15449.0,15449.0,15449.0,1.0,,,,,
2792139,West_Virginia_Route_8,2.0,20419.0,8788.0,32050.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8675669,Structural_Fire_Loads_Theory_and_Principles,2.0,26141.0,26141.0,26141.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6631388,ZSU-23-2,4.0,31583.0,31583.0,31586.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1535363,The_Kenny_Rogers_Singles_Album,11.0,12054.0,8844.0,32036.0,0.0,,,20160401,0.0,0.0,1.0,7649.0,7649.0,7649.0,1.0,,,,,
9634091,WinDVD_Recorder,1.0,6514.0,6514.0,6514.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7999449,Zul%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%A0%C3%A2%E2%82%AC%E2%84%A2%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%A4ssiges_Gesamtgewicht,1.0,6732.0,6732.0,6732.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4022605,Metrolink_Orange_County_Line,6.0,53954.0,15871.0,119016.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5799352,Mandaredes,1.0,6474.0,6474.0,6474.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8690425,Tu_134,1.0,30443.0,30443.0,30443.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7110486,Jean_Pierre_Conty,1.0,24834.0,24834.0,24834.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10057521,Robert_I._Estienne,1.0,15676.0,15676.0,15676.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
205174,Battle_of_Maip%C3%BA,30.0,34657.0,16264.0,77821.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9502612,HD_217522,1.0,24440.0,24440.0,24440.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3247326,Live_at_Polygon,1.0,6503.0,6503.0,6503.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1444958,Squalene_monooxygenase,31.0,75888.0,0.0,290214.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4503938,Imitation%20of%20Life%20(song),2.0,13950.0,13950.0,13951.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5965574,Abaya_Lacus,4.0,25117.0,10821.0,39414.0,0.0,,,20160401,0.0,0.0,1.0,8516.0,8516.0,8516.0,1.0,,,,,
4021487,Merit-making_ceremony,1.0,25359.0,25359.0,25359.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5230919,2010_Tirreno-Adriatico,2.0,26094.0,26094.0,26095.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2181248,Global_Volunteers,1.0,8303.0,8303.0,8303.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9370990,Sono_%3D_Sono_%28song%29,1.0,10367.0,10367.0,10367.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
31391,1988_America%27s_Cup,59.0,33309.0,13202.0,79273.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5139425,Second_Battle_of_Taku_Forts,1.0,75395.0,75395.0,75395.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4240833,Yuri_Cherednik,2.0,28607.0,11271.0,45944.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7316233,Charlie_Miller_%28security_researcher%29,1.0,0.0,0.0,0.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8874142,Photo_novel,1.0,13723.0,13723.0,13723.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3281991,McMahon_killings,18.0,39280.0,15285.0,76488.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3422798,"Ronald_Reagan_Park,_Five_Forks",2.0,22284.0,9628.0,34941.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5893016,Standard_Gibbs_function_of_formation,5.0,39369.0,11175.0,67564.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9358214,Royal_Aircraft_Factory_RE8,1.0,92277.0,92277.0,92277.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1798431,Zhukovsky_Central_Aerohydrodynamic_Institute,1.0,11286.0,11286.0,11286.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4459698,Gamma_motor_neuron/trackback,1.0,0.0,0.0,0.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3274189,Marlengo,1.0,14492.0,14492.0,14492.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2523443,Private_Equity_Exchange_Fund,1.0,8844.0,8844.0,8844.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
625441,Gondar_College_of_Medical_Sciences,1.0,32043.0,32043.0,32043.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3696043,765191,1.0,6466.0,6466.0,6466.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3490486,Striker_Pro_2000,12.0,16822.0,11211.0,33639.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4316184,Angie_Orjuela,1.0,6507.0,6507.0,6507.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1644989,"Ursuline_High_School_(Youngstown,_Ohio)",20.0,26261.0,12448.0,67480.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
270523,Bud_Tribble,99.0,48929.0,11201.0,90267.0,0.0,,,20160401,0.0,0.0,1.0,10482.0,10482.0,10482.0,1.0,,,,,
6315367,Alexander%20Kennedy%20Smith,1.0,12048.0,12048.0,12048.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6176630,Om_(Soulfly_album),2.0,7981.0,0.0,15962.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6824226,Lira_sign,3.0,19121.0,19025.0,19169.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1601983,"Turkey,_Texas",20.0,25047.0,6535.0,66034.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10032066,"Noble,_LA",1.0,12578.0,12578.0,12578.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6487847,Love_Arum,1.0,6490.0,6490.0,6490.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4750602,The_American_Chemistry_Council,2.0,14095.0,14094.0,14096.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4784719,Vidovden,1.0,19688.0,19688.0,19688.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5150461,Siv_Fridleifsd%C3%B3ttir,1.0,14001.0,14001.0,14001.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8136619,Making-of_knife,1.0,6504.0,6504.0,6504.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3364477,Payday_Loans_No_Credit_Check_Moreno_Valley_California,1.0,6597.0,6597.0,6597.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3050256,Elijah_McCall,8.0,16349.0,10218.0,40872.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3763144,Brilliance_Automotive,5.0,30292.0,24232.0,48464.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8235619,%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%BE%D0%B5_%D1%80%D1%83%D0%BA%D0%BE%D0%BF%D0%B8%D1%81%D0%BD%D0%BE%D0%B5_%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE,1.0,28684.0,28684.0,28684.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4908296,Darte_un_beso,1.0,15458.0,15458.0,15458.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3582831,William_Clay_(footballer),1.0,32508.0,32508.0,32508.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1924169,Azerbaijani_music,12.0,53437.0,28984.0,136976.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6776261,Handbedieningshefboom,1.0,6493.0,6493.0,6493.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4788954,Wcw_history,1.0,54777.0,54777.0,54777.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3397515,REAL_Software,1.0,21750.0,21750.0,21750.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4981696,Hydrazine_sulphate,3.0,27553.0,27551.0,27556.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1018439,Mathematics_Awareness_Month,32.0,20166.0,8167.0,40852.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1596347,Triumph_(TWN),30.0,26447.0,12084.0,84560.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4204972,Tr%C6%B0%C6%A1ng_%C4%90%C3%ACnh_Lu%E1%BA%ADt,3.0,10310.0,10299.0,10316.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8767169,Dad_Shivam,1.0,6487.0,6487.0,6487.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4534305,Kaleda%C4%9F%C4%B1%2C_Karaisal%C4%B1,1.0,8717.0,8717.0,8717.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9721489,Filip_Kosti%C4%87_(footballer_born_1993),2.0,18316.0,18316.0,18316.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9036470,Hebearm,1.0,6469.0,6469.0,6469.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3117336,Hakutaka,25.0,41452.0,18778.0,113591.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3035855,Doukleff_(surname),1.0,6516.0,6516.0,6516.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7897990,Labraza,1.0,7877.0,7877.0,7877.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6233495,South_Wimbledon,17.0,29775.0,10110.0,108423.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
554167,Five_Have_a_Mystery_to_Solve,12.0,17823.0,10392.0,41528.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1367656,Sarv-e_Abarkuh,75.0,43950.0,12567.0,192777.0,0.0,,,20160401,0.0,0.0,1.0,10811.0,10811.0,10811.0,1.0,,,,,
2902032,Andromede_(Corneille),1.0,13683.0,13683.0,13683.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1942112,Beer_can,10.0,49811.0,30590.0,123137.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3750408,Betoven,3.0,70334.0,70332.0,70340.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4527814,Jos%C3%A9_Patricio_Guggiari,5.0,19191.0,12178.0,47247.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9591567,Sakamoto_Kenji,1.0,6501.0,6501.0,6501.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4453920,"Fred_Jones_(footballer,_born_1888)",3.0,19154.0,9822.0,37813.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
251719,"Bostian_Heights,_North_Carolina",8.0,15817.0,10223.0,39156.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4346689,Bitheism,6.0,49310.0,41092.0,82184.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2326127,La_Tristesse_Durera_(Scream_to_a_Sigh),24.0,24382.0,14213.0,56968.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4872907,Bunchosia_linearifolia,2.0,7934.0,7926.0,7942.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4771446,TurnStyle,1.0,12028.0,12028.0,12028.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3565417,Villages_Oriole,1.0,16949.0,16949.0,16949.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6873151,Paltman_(surname),1.0,6512.0,6512.0,6512.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6640733,%E8%99%9A%E6%8B%9F%E6%B0%B4%E9%87%8F,1.0,6563.0,6563.0,6563.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9853213,The_First_Day_at_Work,1.0,6530.0,6530.0,6530.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8956549,Abram-Man,1.0,8695.0,8695.0,8695.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4044046,Nathaniel%20P.%20Wilkerson,1.0,12875.0,12875.0,12875.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
988673,Mahatma_Gandhi_Memorial_Medical_College%2C_Indore,1.0,15270.0,15270.0,15270.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8927001,US_63_(MO),1.0,22266.0,22266.0,22266.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9053510,Josef_Emanuel_Hilscher,4.0,15190.0,15190.0,15190.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2384470,Malhargarh,4.0,11607.0,11569.0,11625.0,0.0,,,20160401,0.0,0.0,1.0,8776.0,8776.0,8776.0,1.0,,,,,
5010398,Kakapir,2.0,31730.0,12414.0,51046.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6393531,Edinburgh_Worldwide_Investment_Trust,2.0,8112.0,8112.0,8112.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3437640,Sam_Young,4.0,7373.0,7372.0,7378.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2649434,T%C3%A2y_B%E1%BB%93i,5.0,12136.0,12134.0,12142.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8988683,Channel_Islands_(UK),2.0,0.0,0.0,0.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8795223,Ghanshyam_Maharaj,1.0,42737.0,42737.0,42737.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8646310,Pyrophosphorite,1.0,6486.0,6486.0,6486.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1869010,Advertizement,2.0,353734.0,353734.0,353735.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6258856,Tianjin_Avenue,1.0,24684.0,24684.0,24684.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6443235,IDS_12514%2B3851,1.0,21071.0,21071.0,21071.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7798258,Anniversaire_mon_coeur,1.0,6515.0,6515.0,6515.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5526082,Shintaro_Kazama,3.0,55359.0,55354.0,55371.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
741684,International_Premier_Tennis_League,125.0,151167.0,23660.0,333052.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7368500,HQMC,1.0,0.0,0.0,0.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2540343,Ranker,15.0,15272.0,12147.0,25241.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3273316,Mark_Henry_Sherman,1.0,12117.0,12117.0,12117.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4855017,Bansko_Peak,4.0,48728.0,8522.0,88935.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1266813,Qu%C3%A9bec_comics,6.0,36785.0,30652.0,61319.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2562398,Roman_Catholic_Diocese_of_Auchi,2.0,11655.0,11644.0,11667.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2824232,Yeolha_Ilgi,5.0,15964.0,9135.0,26205.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3479975,Squib,28.0,12347.0,0.0,22719.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6730492,Dilshod_Choriev,3.0,15822.0,8783.0,29898.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1742095,Washington_State_Route_290,3.0,61740.0,17325.0,83948.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3772356,Call_completion,4.0,7463.0,7460.0,7467.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8393860,Orthotylus_globiceps,2.0,7978.0,7976.0,7981.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7641883,Imre_Hamar,1.0,7104.0,7104.0,7104.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2708441,Turkey-PKK_War,2.0,109705.0,109697.0,109714.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2096964,Eastern_Cemetery,5.0,12299.0,12295.0,12303.0,0.0,,,20160401,0.0,0.0,1.0,8696.0,8696.0,8696.0,1.0,,,,,
220845,Bert_Gosnell,5.0,25211.0,14695.0,66727.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9756191,Judy_Tenuta_discography,1.0,0.0,0.0,0.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3325668,New_Point_Comfort_Natural_Area_Preserve,6.0,59095.0,13954.0,129684.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
